INVENTO,INVENTOR,PROFESIONAL_ASIGANDO_AL_INVENTO,EL_PROFESIONAL_ES_JEFE_DEL_AREA,FECHA_CONTRATO_PROFESIONAL,SALARIO,COMISION,AREA_INVEST_DEL_PROF,RANKING,ANIO_DEL_INVENTO,PAIS_DEL_INVENTO,PAIS_DEL_INVENTOR,REGION_DEL_PAIS,CAPITAL,POBLACION_DEL_PAIS,AREA_EN_KM2,FRONTERA_CON,NORTE,SUR,ESTE,OESTE
Layes del movimiento,Newton,CLARK MANAGER,Matemática,9-Jun-81,2450,,Electrónica,8,1687,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Lentes Bifocales,Franklin,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1780,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Lentes Bifocales,Franklin,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1780,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Lentes Bifocales,Franklin,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1780,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Lentes Bifocales,Franklin,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1780,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Lentes Bifocales,Franklin,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1780,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Lentes Bifocales,Franklin,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1780,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Ley de gravitación universal,Newton,CLARK MANAGER,Matemática,9-Jun-81,2450,,Electrónica,8,1687,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Ley de gravitación universal,Newton,CLARK MANAGER,Matemática,9-Jun-81,2450,,Electrónica,8,1687,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Ley del movimiento de los planetas,Kepler,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1609,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Linterna de gas,Murdoch,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1792,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Linterna de gas,Murdoch,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1792,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Linterna de gas,Murdoch,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1792,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Linterna de gas,Murdoch,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1792,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Linterna de gas,Murdoch,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1792,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Linterna de gas,Murdoch,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1792,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Llanta neumática,Dulop,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Llanta neumática,Dulop,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Locomotora,Stephenson,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1829,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Locomotora,Stephenson,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1829,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Locomotora,Stephenson,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1829,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Locomotora,Stephenson,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1829,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Locomotora,Stephenson,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1829,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Locomotora,Stephenson,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1829,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Locomotora,Stephenson,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1829,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Locomotora,Stephenson,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1829,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Lámpara de neon,Claude,JAMES CLERK,,3-Dec-81,950,,Biología,6,1915,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Lámpara de neon,Claude,JAMES CLERK,,3-Dec-81,950,,Biología,6,1915,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Lámpara de neon,Claude,JAMES CLERK,,3-Dec-81,950,,Biología,6,1915,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Lámpara de neon,Claude,JAMES CLERK,,3-Dec-81,950,,Biología,6,1915,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Lámpara de neon,Claude,JAMES CLERK,,3-Dec-81,950,,Biología,6,1915,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Lámpara de neon,Claude,JAMES CLERK,,3-Dec-81,950,,Biología,6,1915,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Lámpara de vapor de mercurio,Hewitt,JAMES CLERK,,3-Dec-81,950,,Biología,6,1912,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Lámpara de vapor de mercurio,Hewitt,JAMES CLERK,,3-Dec-81,950,,Biología,6,1912,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Maquina de botella,Owens,JAMES CLERK,,3-Dec-81,950,,Biología,6,1903,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Maquina de botella,Owens,JAMES CLERK,,3-Dec-81,950,,Biología,6,1903,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Maquina de calculo,Babbage,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1823,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Maquina de calculo,Babbage,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1823,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Maquina de calculo,Babbage,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1823,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Maquina de calculo,Babbage,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1823,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Maquina de calculo,Babbage,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1823,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Maquina de calculo,Babbage,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1823,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Maquina de calculo,Babbage,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1823,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Maquina de calculo,Babbage,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1823,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Maquina de hilar giratoria,Hargueraves,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1767,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Maquina de hilar giratoria,Hargueraves,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1767,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Maquina de hilar giratoria,Hargueraves,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1767,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Maquina de hilar giratoria,Hargueraves,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1767,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Maquina de hilar giratoria,Hargueraves,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1767,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Maquina de hilar giratoria,Hargueraves,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1767,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Maquina de sumar,Pascal,BLAKE MANAGER,Química,1-May-81,2850,,Electrónica,8,1642,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Maquina de sumar,Pascal,BLAKE MANAGER,Química,1-May-81,2850,,Electrónica,8,1642,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Maquina de sumar,Pascal,BLAKE MANAGER,Química,1-May-81,2850,,Electrónica,8,1642,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Maquina de sumar,Pascal,BLAKE MANAGER,Química,1-May-81,2850,,Electrónica,8,1642,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Maquina de sumar,Pascal,BLAKE MANAGER,Química,1-May-81,2850,,Electrónica,8,1642,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Maquina de sumar,Pascal,BLAKE MANAGER,Química,1-May-81,2850,,Electrónica,8,1642,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,India,X,,X,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,India,X,,X,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,ciechtenstain,,,,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,ALEMANIA,X,,,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Republica Checa,X,,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Hungria,,,X,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Croacia,,X,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Italia,,X,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,India,X,,X,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,ciechtenstain,,,,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,ciechtenstain,,,,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,ALEMANIA,X,,,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Republica Checa,X,,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Hungria,,,X,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Croacia,,X,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Italia,,X,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,India,X,,X,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,ciechtenstain,,,,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,ALEMANIA,X,,,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Republica Checa,X,,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Hungria,,,X,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Croacia,,X,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Italia,,X,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Italia,,X,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Croacia,,X,,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Hungria,,,X,
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,ALEMANIA,X,,,X
Metrónomo,Maizel,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1816,Austria,Austria,Centro Europa,Vienna,75740000,32374,Republica Checa,X,,,
Micrófono condensado,Wente,FORD ANALYST,,3-Dec-81,3000,,Química,4,1920,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Micrófono condensado,Wente,FORD ANALYST,,3-Dec-81,3000,,Química,4,1920,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Micrómetro,Gascoigne,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1636,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Micrómetro,Gascoigne,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1636,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Micrómetro,Gascoigne,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1636,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Micrómetro,Gascoigne,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1636,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Motocicleta,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1885,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Motor Diesel,Diesel,JAMES CLERK,,3-Dec-81,950,,Biología,6,1895,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Motor a gasolina,Daimler,JAMES CLERK,,3-Dec-81,950,,Biología,6,1886,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Motor de cohete,Goddard,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Motor de cohete,Goddard,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Motor de neutrones,Chadwick,FORD ANALYST,,3-Dec-81,3000,,Química,4,1932,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Motor de neutrones,Chadwick,FORD ANALYST,,3-Dec-81,3000,,Química,4,1932,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Método de acceso al DNA,Crick,FORD ANALYST,,3-Dec-81,3000,,Química,4,1951,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Método de acceso al DNA,Crick,FORD ANALYST,,3-Dec-81,3000,,Química,4,1951,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Método de acceso al DNA,Watson,FORD ANALYST,,3-Dec-81,3000,,Química,4,1951,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Método de acceso al DNA,Watson,FORD ANALYST,,3-Dec-81,3000,,Química,4,1951,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Neopreno,Carothers,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Neopreno,Carothers,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Ondas eléctricas,Hertz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Ondas eléctricas,Hertz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Ondas eléctricas,Hertz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Ondas eléctricas,Hertz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Ondas eléctricas,Hertz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Ondas eléctricas,Hertz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
